country,country_code,indicator,year,value
Nigeria,NGA,SP.POP.TOTL,1985,84897973.0
Nigeria,NGA,SP.POP.TOTL,1984,82526443.0
Nigeria,NGA,SP.POP.TOTL,1983,80438260.0
Nigeria,NGA,SP.POP.TOTL,1982,78378701.0
Nigeria,NGA,SP.POP.TOTL,1981,76068103.0
Nigeria,NGA,SP.POP.TOTL,1980,73764641.0
Nigeria,NGA,SP.POP.TOTL,1979,71498242.0
Nigeria,NGA,SP.POP.TOTL,1978,69326532.0
Nigeria,NGA,SP.POP.TOTL,1977,67234590.0
Nigeria,NGA,SP.POP.TOTL,1976,65258009.0
Nigeria,NGA,SP.POP.TOTL,1975,63410815.0
Nigeria,NGA,SP.POP.TOTL,1974,61679144.0
Nigeria,NGA,SP.POP.TOTL,1973,60082139.0
Nigeria,NGA,SP.POP.TOTL,1972,58601748.0
Nigeria,NGA,SP.POP.TOTL,1971,57214684.0
Nigeria,NGA,SP.POP.TOTL,1970,55893838.0
Nigeria,NGA,SP.POP.TOTL,1969,54631914.0
Nigeria,NGA,SP.POP.TOTL,1968,53432783.0
Nigeria,NGA,SP.POP.TOTL,1967,52293065.0
Nigeria,NGA,SP.POP.TOTL,1966,51188234.0
Nigeria,NGA,SP.POP.TOTL,1965,50086764.0
Nigeria,NGA,SP.POP.TOTL,1964,49012016.0
Nigeria,NGA,SP.POP.TOTL,1963,47973575.0
Nigeria,NGA,SP.POP.TOTL,1962,46965292.0
Nigeria,NGA,SP.POP.TOTL,1961,45989310.0
Nigeria,NGA,SP.POP.TOTL,1960,45053782.0
